,word,S_Prob,NS_Prob,Ratio,Info_Gain,label
7450,CHA,0.003091,0.000161,19.198757999999998,24.637250354681967,ham
8054,Fancy,0.000736,4e-05,18.4,23.272647943375468,ham
5024,Price,0.000736,4e-05,18.4,23.272647943375468,ham
2151,TEXT,0.001472,8e-05,18.4,23.272647943375468,ham
5935,club,0.000736,4e-05,18.4,23.272647943375468,ham
1804,contact,0.008976999999999999,0.000523,17.164436,21.19171968305953,ham
2381,apply,0.00206,0.000121,17.024793,20.958913494511414,ham
438,numbers,0.001325,8e-05,16.5625,20.191772574339627,ham
485,Reply,0.005887,0.000362,16.262431,19.696820083696274,ham
219,sub,0.004562,0.00028199999999999997,16.177305,19.556843886277424,ham
5391,cash,0.006328,0.00040199999999999996,15.741294,18.842965343360078,ham
2069,vic,0.00883,0.000563,15.683836999999999,18.749279329527628,ham
4803,nus,0.002502,0.000161,15.540373,18.51575516979872,ham
7903,review,0.000589,4e-05,14.725,17.199614343435822,ham
5210,original,0.000589,4e-05,14.725,17.199614343435822,ham
4485,gay,0.000589,4e-05,14.725,17.199614343435822,ham
2450,London,0.000589,4e-05,14.725,17.199614343435822,ham
6388,Day,0.000589,4e-05,14.725,17.199614343435822,ham
19,Camera,0.000589,4e-05,14.725,17.199614343435822,ham
6509,collect,0.004121,0.00028199999999999997,14.613475,17.021096167089866,ham
8015,tul,0.001766,0.000121,14.595041,16.991624368101107,ham
1879,fone,0.001766,0.000121,14.595041,16.991624368101107,ham
7562,pound,0.002796,0.00020099999999999998,13.910448,15.904387155804624,ham
2879,ones,0.005592,0.00040199999999999996,13.910448,15.904387155804624,ham
817,deliver,0.002208,0.000161,13.714285999999998,15.595518524766463,ham
6969,reply,0.00883,0.000644,13.711179999999999,15.590637698902555,ham
895,match,0.0016190000000000002,0.000121,13.380165,15.072240322007612,ham
8154,update,0.00103,8e-05,12.875,14.28799568555782,ham
2050,landline,0.00103,8e-05,12.875,14.28799568555782,ham
2117,hows,0.004562,0.000362,12.602210000000001,13.868060562358215,ham
6889,tried,0.002502,0.00020099999999999998,12.447761,13.631434043244331,ham
7322,thinks,0.001472,0.000121,12.165289,13.20082796788793,ham
8148,currently,0.001472,0.000121,12.165289,13.20082796788793,ham
3401,ordered,0.000442,4e-05,11.05,11.529153172133482,ham
152,meow,0.000442,4e-05,11.05,11.529153172133482,ham
3168,GOING,0.000442,4e-05,11.05,11.529153172133482,ham
1368,MSG,0.000442,4e-05,11.05,11.529153172133482,ham
6256,Message,0.000442,4e-05,11.05,11.529153172133482,ham
7236,rude,0.000442,4e-05,11.05,11.529153172133482,ham
7603,future,0.000442,4e-05,11.05,11.529153172133482,ham
6464,HONI,0.000442,4e-05,11.05,11.529153172133482,ham
2949,SEX,0.000442,4e-05,11.05,11.529153172133482,ham
8093,IMPORTANT,0.000442,4e-05,11.05,11.529153172133482,ham
4135,contract,0.000442,4e-05,11.05,11.529153172133482,ham
6184,Find,0.000442,4e-05,11.05,11.529153172133482,ham
8128,CHANCE,0.000442,4e-05,11.05,11.529153172133482,ham
2527,DATE,0.000442,4e-05,11.05,11.529153172133482,ham
397,truly,0.000442,4e-05,11.05,11.529153172133482,ham
7026,biggest,0.000442,4e-05,11.05,11.529153172133482,ham
5019,Service,0.000883,8e-05,11.0375,11.510685534313836,ham
3706,acted,0.000883,8e-05,11.0375,11.510685534313836,ham
2513,lying,0.000883,8e-05,11.0375,11.510685534313836,ham
3889,Play,0.000883,8e-05,11.0375,11.510685534313836,ham
2372,TXT,0.000883,8e-05,11.0375,11.510685534313836,ham
4909,offer,0.002649,0.000241,10.991700999999999,11.443074168889355,ham
4930,colour,0.002208,0.00020099999999999998,10.985075,11.433299305104905,ham
4049,range,0.003532,0.000362,9.756905999999999,9.652625368569641,ham
3459,Get,0.0047090000000000005,0.00048300000000000003,9.749482,9.642057740104264,ham
7856,Xmas,0.0011769999999999999,0.000121,9.727273,9.610459197022193,ham
6758,chance,0.003091,0.000322,9.599378999999999,9.428924158594077,ham
5173,SMS,0.001913,0.00020099999999999998,9.517413000000001,9.312968647678586,ham
2975,ONE,0.004562,0.00048300000000000003,9.445135,9.210972815964382,ham
4198,immed,0.000736,8e-05,9.2,8.866848011579107,ham
5521,weekends,0.000736,8e-05,9.2,8.866848011579107,ham
7534,urgent,0.000736,8e-05,9.2,8.866848011579107,ham
4029,immediately,0.000736,8e-05,9.2,8.866848011579107,ham
3441,following,0.000736,8e-05,9.2,8.866848011579107,ham
7266,nokia,0.000736,8e-05,9.2,8.866848011579107,ham
56,access,0.000736,8e-05,9.2,8.866848011579107,ham
6531,location,0.000736,8e-05,9.2,8.866848011579107,ham
5806,texts,0.002208,0.000241,9.161826,8.81351206069358,ham
8253,rice,0.002208,0.000241,9.161826,8.81351206069358,ham
3501,TEX,0.001472,0.000161,9.142857000000001,8.787034625525703,ham
2829,worth,0.001766,0.00020099999999999998,8.78607,8.292245939911606,ham
1288,CALL,0.003091,0.000362,8.538674,7.9528392727747015,ham
3423,Someone,0.00103,0.000121,8.512397,7.916970747943789,ham
6863,toot,0.001325,0.000161,8.229814,7.533489601566813,ham
5018,Msg,0.001325,0.000161,8.229814,7.533489601566813,ham
7445,Customer,0.0016190000000000002,0.00020099999999999998,8.054725999999999,7.297990706380056,ham
376,lect,0.008241,0.001046,7.878585,7.062743537706185,ham
4871,live,0.005887,0.0007650000000000001,7.695425,6.819936581885984,ham
4187,chat,0.003091,0.00040199999999999996,7.689055000000001,6.81152596961442,ham
4758,temp,0.003091,0.00040199999999999996,7.689055000000001,6.81152596961442,ham
7597,exciting,0.000589,8e-05,7.3625,6.383473828641852,ham
6503,NAME,0.000589,8e-05,7.3625,6.383473828641852,ham
1825,Home,0.000589,8e-05,7.3625,6.383473828641852,ham
1502,Phone,0.000589,8e-05,7.3625,6.383473828641852,ham
5334,information,0.000589,8e-05,7.3625,6.383473828641852,ham
2335,RING,0.000589,8e-05,7.3625,6.383473828641852,ham
5273,previous,0.000589,8e-05,7.3625,6.383473828641852,ham
1652,goto,0.000589,8e-05,7.3625,6.383473828641852,ham
1247,Shopping,0.000589,8e-05,7.3625,6.383473828641852,ham
7042,YEST,0.000294,4e-05,7.35,6.367211942268832,ham
1380,Simply,0.000294,4e-05,7.35,6.367211942268832,ham
7806,Help,0.000294,4e-05,7.35,6.367211942268832,ham
3119,SAM,0.000294,4e-05,7.35,6.367211942268832,ham
225,private,0.000294,4e-05,7.35,6.367211942268832,ham
509,MESSAGE,0.000294,4e-05,7.35,6.367211942268832,ham
1480,Lion,0.000294,4e-05,7.35,6.367211942268832,ham
7091,Dave,0.000294,4e-05,7.35,6.367211942268832,ham
6511,names,0.000294,4e-05,7.35,6.367211942268832,ham
5585,Next,0.000294,4e-05,7.35,6.367211942268832,ham
1199,goal,0.000294,4e-05,7.35,6.367211942268832,ham
7676,membership,0.000294,4e-05,7.35,6.367211942268832,ham
655,mths,0.000294,4e-05,7.35,6.367211942268832,ham
400,Rent,0.000294,4e-05,7.35,6.367211942268832,ham
7946,chess,0.000294,4e-05,7.35,6.367211942268832,ham
370,received,0.000294,4e-05,7.35,6.367211942268832,ham
365,Years,0.000294,4e-05,7.35,6.367211942268832,ham
6590,Wed,0.000294,4e-05,7.35,6.367211942268832,ham
5608,Drink,0.000294,4e-05,7.35,6.367211942268832,ham
1797,Msgs,0.000294,4e-05,7.35,6.367211942268832,ham
7923,unique,0.000294,4e-05,7.35,6.367211942268832,ham
1320,Available,0.000294,4e-05,7.35,6.367211942268832,ham
4804,babes,0.000294,4e-05,7.35,6.367211942268832,ham
2142,Starts,0.000294,4e-05,7.35,6.367211942268832,ham
5963,aging,0.000294,4e-05,7.35,6.367211942268832,ham
5912,randomly,0.000294,4e-05,7.35,6.367211942268832,ham
780,INFORM,0.000294,4e-05,7.35,6.367211942268832,ham
5866,asda,0.000294,4e-05,7.35,6.367211942268832,ham
943,KEEP,0.000294,4e-05,7.35,6.367211942268832,ham
8230,FLOWER,0.000294,4e-05,7.35,6.367211942268832,ham
7440,goa,0.000294,4e-05,7.35,6.367211942268832,ham
2192,Save,0.000294,4e-05,7.35,6.367211942268832,ham
4332,followed,0.000294,4e-05,7.35,6.367211942268832,ham
6339,summer,0.000294,4e-05,7.35,6.367211942268832,ham
5679,nights,0.000294,4e-05,7.35,6.367211942268832,ham
4300,flight,0.000294,4e-05,7.35,6.367211942268832,ham
8125,brand,0.000294,4e-05,7.35,6.367211942268832,ham
2580,cruise,0.000294,4e-05,7.35,6.367211942268832,ham
5152,current,0.001766,0.000241,7.327800999999999,6.33835490017989,ham
3733,NEW,0.001766,0.000241,7.327800999999999,6.33835490017989,ham
2046,secret,0.001472,0.00020099999999999998,7.323383,6.3326153120204625,ham
5022,present,0.001472,0.00020099999999999998,7.323383,6.3326153120204625,ham
8192,price,0.001472,0.00020099999999999998,7.323383,6.3326153120204625,ham
4111,order,0.002649,0.000362,7.31768,6.325208044126713,ham
1754,rang,0.003532,0.00048300000000000003,7.312628999999999,6.3186492298280825,ham
3799,pics,0.0011769999999999999,0.000161,7.310559,6.315961735273232,ham
7811,weeks,0.0011769999999999999,0.000161,7.310559,6.315961735273232,ham
4643,format,0.000883,0.000121,7.297521000000001,6.299040268312647,ham
5079,Wanna,0.000883,0.000121,7.297521000000001,6.299040268312647,ham
5165,gift,0.0016190000000000002,0.000241,6.717842,5.557198995037787,ham
5370,Ten,0.0016190000000000002,0.000241,6.717842,5.557198995037787,ham
7692,dent,0.002649,0.00040199999999999996,6.589552,5.395893464194447,ham
4610,ouch,0.0047090000000000005,0.000724,6.504144,5.289105821033808,ham
6338,CAL,0.003091,0.00048300000000000003,6.399586,5.159038282887606,ham
8203,cost,0.001766,0.00028199999999999997,6.262411,4.989523152223586,ham
5336,fan,0.001766,0.00028199999999999997,6.262411,4.989523152223586,ham
2914,test,0.0057399999999999994,0.000925,6.205405000000001,4.9194597365330655,ham
6163,Want,0.001472,0.000241,6.107883999999999,4.8001297234030025,ham
7919,lim,0.002208,0.000362,6.099448000000001,4.789838771789895,ham
3275,GET,0.000736,0.000121,6.082644999999999,4.769356145676894,ham
2536,content,0.000736,0.000121,6.082644999999999,4.769356145676894,ham
1109,official,0.000736,0.000121,6.082644999999999,4.769356145676894,ham
7225,followin,0.000736,0.000121,6.082644999999999,4.769356145676894,ham
5688,IVE,0.001913,0.000322,5.940994,4.5974923517470065,ham
5251,sex,0.002355,0.00040199999999999996,5.8582089999999996,4.49772702269407,ham
4275,Stop,0.0011769999999999999,0.00020099999999999998,5.855721,4.494736528530807,ham
2074,adult,0.000442,8e-05,5.525,4.101385860023245,ham
7244,pool,0.000442,8e-05,5.525,4.101385860023245,ham
7956,five,0.000442,8e-05,5.525,4.101385860023245,ham
140,receipt,0.000442,8e-05,5.525,4.101385860023245,ham
3010,terms,0.000442,8e-05,5.525,4.101385860023245,ham
356,cinema,0.000442,8e-05,5.525,4.101385860023245,ham
2867,Buy,0.000442,8e-05,5.525,4.101385860023245,ham
3591,yrs,0.000442,8e-05,5.525,4.101385860023245,ham
1305,results,0.000442,8e-05,5.525,4.101385860023245,ham
7325,unlimited,0.000442,8e-05,5.525,4.101385860023245,ham
795,purchase,0.000442,8e-05,5.525,4.101385860023245,ham
6031,flirt,0.000442,8e-05,5.525,4.101385860023245,ham
4630,laid,0.000442,8e-05,5.525,4.101385860023245,ham
4524,competition,0.000442,8e-05,5.525,4.101385860023245,ham
168,date,0.002649,0.00048300000000000003,5.484472,4.053764244319473,ham
5235,link,0.000883,0.000161,5.484472,4.053764244319473,ham
1259,net,0.003385,0.000644,5.256211,3.788008250291101,ham
6643,line,0.006034,0.001167,5.170523,3.68934641085197,ham
1728,charge,0.00206,0.00040199999999999996,5.124378,3.6364695379932326,ham
7705,Sun,0.00103,0.00020099999999999998,5.124378,3.6364695379932326,ham
5627,mins,0.002208,0.000443,4.984198999999999,3.4769541640730917,ham
5778,tat,0.003974,0.000805,4.936646,3.423228238401181,ham
4448,rec,0.009124,0.0018510000000000002,4.929227,3.414864058053825,ham
6420,credit,0.0011769999999999999,0.000241,4.883817,3.363774780006441,ham
2842,info,0.001766,0.000362,4.8784529999999995,3.357751998847884,ham
1456,count,0.0047090000000000005,0.0009660000000000001,4.874741,3.3535856079591007,ham
4430,fancy,0.000589,0.000121,4.867769,3.3457634749819056,ham
5607,record,0.000589,0.000121,4.867769,3.3457634749819056,ham
2118,cancel,0.000589,0.000121,4.867769,3.3457634749819056,ham
6064,wall,0.000589,0.000121,4.867769,3.3457634749819056,ham
8010,single,0.000589,0.000121,4.867769,3.3457634749819056,ham
1105,store,0.000589,0.000121,4.867769,3.3457634749819056,ham
1908,user,0.000589,0.000121,4.867769,3.3457634749819056,ham
3975,Sup,0.000589,0.000121,4.867769,3.3457634749819056,ham
6304,stop,0.005151,0.001086,4.743094,3.2066243433033765,ham
7302,Last,0.001325,0.00028199999999999997,4.698582,3.1572911608678718,ham
6599,ppl,0.002796,0.000604,4.629139,3.0806930304010867,ham
3141,register,0.000736,0.000161,4.571429,3.017380758402871,ham
3468,holiday,0.001472,0.000322,4.571429,3.017380758402871,ham
3822,player,0.001472,0.000322,4.571429,3.017380758402871,ham
3528,Cos,0.003679,0.000805,4.570186,3.0160205591498968,ham
3623,top,0.008683,0.0019309999999999998,4.496633999999999,2.9357963103043354,ham
5203,entered,0.000883,0.00020099999999999998,4.393035,2.823687662954087,ham
2020,lag,0.000883,0.00020099999999999998,4.393035,2.823687662954087,ham
6573,lucky,0.000883,0.00020099999999999998,4.393035,2.823687662954087,ham
6364,extra,0.000883,0.00020099999999999998,4.393035,2.823687662954087,ham
6762,lou,0.002649,0.000604,4.385762000000001,2.8158568279042853,ham
6133,text,0.011921,0.0027760000000000003,4.294308,2.7178382891963144,ham
264,within,0.00103,0.000241,4.273859,2.6960365470182226,ham
3653,week,0.009124,0.002173,4.198803,2.6163812138614717,ham
2340,Please,0.005004,0.001207,4.145816,2.5604975163017936,ham
5249,Send,0.002943,0.000724,4.0649169999999994,2.475744537366166,ham
2826,enter,0.002208,0.000563,3.921847,2.3275795129383745,ham
6803,free,0.0075060000000000005,0.0019309999999999998,3.8871050000000005,2.2919392304970048,ham
4963,ext,0.018102,0.004869,3.717807,2.1202164086797453,ham
5404,flirting,0.000147,4e-05,3.675,2.077320737069285,ham
7527,ladies,0.000147,4e-05,3.675,2.077320737069285,ham
5065,thousands,0.000147,4e-05,3.675,2.077320737069285,ham
6718,animation,0.000147,4e-05,3.675,2.077320737069285,ham
808,Missed,0.000147,4e-05,3.675,2.077320737069285,ham
3320,gold,0.000294,8e-05,3.675,2.077320737069285,ham
6753,center,0.000294,8e-05,3.675,2.077320737069285,ham
1616,lounge,0.000147,4e-05,3.675,2.077320737069285,ham
6754,Lots,0.000147,4e-05,3.675,2.077320737069285,ham
7203,manda,0.000147,4e-05,3.675,2.077320737069285,ham
8217,Use,0.000294,8e-05,3.675,2.077320737069285,ham
4534,evil,0.000147,4e-05,3.675,2.077320737069285,ham
6717,dark,0.000294,8e-05,3.675,2.077320737069285,ham
206,worlds,0.000147,4e-05,3.675,2.077320737069285,ham
5108,Collect,0.000147,4e-05,3.675,2.077320737069285,ham
872,jam,0.000147,4e-05,3.675,2.077320737069285,ham
3214,enjoyed,0.000294,8e-05,3.675,2.077320737069285,ham
5190,NICHOLS,0.000147,4e-05,3.675,2.077320737069285,ham
1303,Babes,0.000147,4e-05,3.675,2.077320737069285,ham
3180,along,0.000147,4e-05,3.675,2.077320737069285,ham
7780,CREDIT,0.000147,4e-05,3.675,2.077320737069285,ham
3169,Somebody,0.000294,8e-05,3.675,2.077320737069285,ham
3571,Centre,0.000147,4e-05,3.675,2.077320737069285,ham
5950,downloaded,0.000147,4e-05,3.675,2.077320737069285,ham
4667,Money,0.000147,4e-05,3.675,2.077320737069285,ham
5949,error,0.000147,4e-05,3.675,2.077320737069285,ham
7054,idiot,0.000147,4e-05,3.675,2.077320737069285,ham
1402,SUM,0.000147,4e-05,3.675,2.077320737069285,ham
25,ZOE,0.000147,4e-05,3.675,2.077320737069285,ham
7063,whose,0.000147,4e-05,3.675,2.077320737069285,ham
3745,GIRL,0.000294,8e-05,3.675,2.077320737069285,ham
1545,RIGHT,0.000147,4e-05,3.675,2.077320737069285,ham
2449,GREAT,0.000147,4e-05,3.675,2.077320737069285,ham
5286,PICK,0.000294,8e-05,3.675,2.077320737069285,ham
2255,costs,0.000147,4e-05,3.675,2.077320737069285,ham
3836,virgin,0.000147,4e-05,3.675,2.077320737069285,ham
3841,capital,0.000147,4e-05,3.675,2.077320737069285,ham
5063,activate,0.000147,4e-05,3.675,2.077320737069285,ham
2492,wet,0.000147,4e-05,3.675,2.077320737069285,ham
4586,smashed,0.000147,4e-05,3.675,2.077320737069285,ham
1237,items,0.000147,4e-05,3.675,2.077320737069285,ham
67,JAN,0.000294,8e-05,3.675,2.077320737069285,ham
6839,Mystery,0.000147,4e-05,3.675,2.077320737069285,ham
5120,Pics,0.000147,4e-05,3.675,2.077320737069285,ham
3049,dirt,0.000147,4e-05,3.675,2.077320737069285,ham
1204,women,0.000147,4e-05,3.675,2.077320737069285,ham
4845,chasing,0.000147,4e-05,3.675,2.077320737069285,ham
5440,choice,0.000294,8e-05,3.675,2.077320737069285,ham
3659,issues,0.000294,8e-05,3.675,2.077320737069285,ham
6435,improve,0.000294,8e-05,3.675,2.077320737069285,ham
1009,Log,0.000294,8e-05,3.675,2.077320737069285,ham
6216,orange,0.000294,8e-05,3.675,2.077320737069285,ham
343,sports,0.000147,4e-05,3.675,2.077320737069285,ham
1980,DEL,0.000147,4e-05,3.675,2.077320737069285,ham
7573,Red,0.000147,4e-05,3.675,2.077320737069285,ham
692,challenge,0.000147,4e-05,3.675,2.077320737069285,ham
5712,havin,0.000147,4e-05,3.675,2.077320737069285,ham
334,RANG,0.000147,4e-05,3.675,2.077320737069285,ham
1057,FIND,0.000294,8e-05,3.675,2.077320737069285,ham
3430,wkend,0.000147,4e-05,3.675,2.077320737069285,ham
723,TRY,0.000294,8e-05,3.675,2.077320737069285,ham
6482,click,0.000294,8e-05,3.675,2.077320737069285,ham
2106,wow,0.000147,4e-05,3.675,2.077320737069285,ham
5526,funky,0.000147,4e-05,3.675,2.077320737069285,ham
6484,June,0.000147,4e-05,3.675,2.077320737069285,ham
6344,six,0.000147,4e-05,3.675,2.077320737069285,ham
5544,Inform,0.000147,4e-05,3.675,2.077320737069285,ham
312,scores,0.000147,4e-05,3.675,2.077320737069285,ham
3404,stars,0.000147,4e-05,3.675,2.077320737069285,ham
4009,WIFE,0.000147,4e-05,3.675,2.077320737069285,ham
305,telephone,0.000147,4e-05,3.675,2.077320737069285,ham
2621,Crazy,0.000147,4e-05,3.675,2.077320737069285,ham
767,hey,0.000147,4e-05,3.675,2.077320737069285,ham
3405,GIRLS,0.000147,4e-05,3.675,2.077320737069285,ham
952,naked,0.000147,4e-05,3.675,2.077320737069285,ham
2656,Future,0.000147,4e-05,3.675,2.077320737069285,ham
4447,upto,0.000294,8e-05,3.675,2.077320737069285,ham
6524,concert,0.000147,4e-05,3.675,2.077320737069285,ham
8014,community,0.000147,4e-05,3.675,2.077320737069285,ham
972,grow,0.000294,8e-05,3.675,2.077320737069285,ham
6303,digi,0.000147,4e-05,3.675,2.077320737069285,ham
999,receiving,0.000294,8e-05,3.675,2.077320737069285,ham
1699,shortly,0.000147,4e-05,3.675,2.077320737069285,ham
3924,nasty,0.000147,4e-05,3.675,2.077320737069285,ham
2147,failed,0.000147,4e-05,3.675,2.077320737069285,ham
122,played,0.000294,8e-05,3.675,2.077320737069285,ham
7949,FIRST,0.000147,4e-05,3.675,2.077320737069285,ham
6629,WEEK,0.000147,4e-05,3.675,2.077320737069285,ham
5840,Sexy,0.000147,4e-05,3.675,2.077320737069285,ham
4130,LAY,0.000294,8e-05,3.675,2.077320737069285,ham
6401,East,0.000147,4e-05,3.675,2.077320737069285,ham
8184,fly,0.000147,4e-05,3.675,2.077320737069285,ham
8070,DIRTY,0.000147,4e-05,3.675,2.077320737069285,ham
4380,KNOWS,0.000147,4e-05,3.675,2.077320737069285,ham
2148,instructions,0.000147,4e-05,3.675,2.077320737069285,ham
2731,sticky,0.000147,4e-05,3.675,2.077320737069285,ham
3465,Midnight,0.000147,4e-05,3.675,2.077320737069285,ham
6200,approx,0.000147,4e-05,3.675,2.077320737069285,ham
7248,charges,0.000294,8e-05,3.675,2.077320737069285,ham
7591,upload,0.000294,8e-05,3.675,2.077320737069285,ham
5054,Draw,0.000147,4e-05,3.675,2.077320737069285,ham
7402,package,0.000147,4e-05,3.675,2.077320737069285,ham
977,sts,0.000883,0.000241,3.6639,2.066232999342624,ham
6471,messages,0.000883,0.000241,3.6639,2.066232999342624,ham
2306,rply,0.000736,0.00020099999999999998,3.661692,2.0640291786305256,ham
8078,computer,0.000736,0.00020099999999999998,3.661692,2.0640291786305256,ham
1246,sexy,0.001325,0.000362,3.660221,2.0625612838415868,ham
1143,Today,0.002649,0.000724,3.65884,2.061183432728156,ham
2209,allow,0.000589,0.000161,3.658385,2.0607295197707143,ham
6657,FONE,0.000589,0.000161,3.658385,2.0607295197707143,ham
4041,picked,0.000589,0.000161,3.658385,2.0607295197707143,ham
2313,fit,0.000589,0.000161,3.658385,2.0607295197707143,ham
5185,ran,0.008536,0.002334,3.6572410000000004,2.0595883614904964,ham
1070,final,0.001766,0.00048300000000000003,3.656315,2.0586647755019185,ham
3617,direct,0.0011769999999999999,0.000322,3.6552800000000003,2.057632594208528,ham
4869,disc,0.0016190000000000002,0.000443,3.6546279999999998,2.056982435197832,ham
5934,notice,0.000442,0.000121,3.652893,2.0552525802462167,ham
4062,fantastic,0.000442,0.000121,3.652893,2.0552525802462167,ham
3945,pleased,0.000442,0.000121,3.652893,2.0552525802462167,ham
1076,pack,0.000442,0.000121,3.652893,2.0552525802462167,ham
5171,Live,0.000442,0.000121,3.652893,2.0552525802462167,ham
3582,XXX,0.00103,0.00028199999999999997,3.652482,2.0548428514691817,ham
3362,rate,0.002943,0.0008449999999999999,3.48284,1.8874677534610724,ham
1447,New,0.002208,0.000644,3.428571,1.8346734189304867,ham
1533,ice,0.011921,0.0035810000000000004,3.328958,1.7387424466439736,ham
61,either,0.001472,0.000443,3.322799,1.7328532059198238,ham
0,two,0.003826,0.001167,3.278492,1.6906335041131877,ham
7947,Guess,0.000883,0.00028199999999999997,3.131206,1.552175263026803,ham
3383,game,0.000883,0.00028199999999999997,3.131206,1.552175263026803,ham
4451,inform,0.000883,0.00028199999999999997,3.131206,1.552175263026803,ham
3317,days,0.003385,0.001086,3.116943,1.538924715140056,ham
5833,show,0.0047090000000000005,0.001529,3.079791,1.504543335254585,ham
7423,win,0.006917,0.0022530000000000002,3.070129,1.4956336787305995,ham
5696,area,0.000736,0.000241,3.0539419999999997,1.4807367146834514,ham
5883,term,0.000736,0.000241,3.0539419999999997,1.4807367146834514,ham
2768,invited,0.000736,0.000241,3.0539419999999997,1.4807367146834514,ham
2770,fro,0.000736,0.000241,3.0539419999999997,1.4807367146834514,ham
936,mates,0.000736,0.000241,3.0539419999999997,1.4807367146834514,ham
4590,Sen,0.002943,0.0009660000000000001,3.046584,1.4739774229046136,ham
6571,number,0.005004,0.00165,3.032727,1.4612689122467222,ham
8161,cam,0.004121,0.001368,3.012427,1.4427010901554531,ham
4318,comp,0.005151,0.00173,2.977457,1.4108545954819705,ham
6722,fixed,0.000589,0.00020099999999999998,2.930348,1.3682357410239927,ham
7112,Cant,0.000589,0.00020099999999999998,2.930348,1.3682357410239927,ham
3262,view,0.000589,0.00020099999999999998,2.930348,1.3682357410239927,ham
5943,etc,0.0011769999999999999,0.00040199999999999996,2.927861,1.3659948810681115,ham
694,new,0.007653,0.0026149999999999997,2.926577,1.3648383184612354,ham
5888,visit,0.00103,0.000362,2.845304,1.2921341338162369,ham
1850,dat,0.005004,0.001811,2.763114,1.219635213037494,ham
3931,reference,0.000442,0.000161,2.745342,1.2040972668661938,ham
3308,starting,0.000442,0.000161,2.745342,1.2040972668661938,ham
6720,starti,0.000442,0.000161,2.745342,1.2040972668661938,ham
5295,password,0.000442,0.000161,2.745342,1.2040972668661938,ham
7438,registered,0.000442,0.000161,2.745342,1.2040972668661938,ham
